date,EMPLOYED.ACT.FEMALES,EMPLOYED.ACT.MALES,EMPLOYED.ACT.PERSONS,EMPLOYED.AUS.ADULT.FEMALES.FT,EMPLOYED.AUS.ADULT.MALES.FT,EMPLOYED.AUS.FEMALES,EMPLOYED.AUS.FEMALES.PT,EMPLOYED.AUS.JUNIOR.FEMALES.FT,EMPLOYED.AUS.JUNIOR.MALES.FT,EMPLOYED.AUS.MALES,EMPLOYED.AUS.MALES.PT,EMPLOYED.AUS.PERSONS,EMPLOYED.NSW.FEMALES,EMPLOYED.NSW.MALES,EMPLOYED.NSW.PERSONS,EMPLOYED.NT.FEMALES,EMPLOYED.NT.MALES,EMPLOYED.NT.PERSONS,EMPLOYED.QLD.FEMALES,EMPLOYED.QLD.MALES,EMPLOYED.QLD.PERSONS,EMPLOYED.SA.FEMALES,EMPLOYED.SA.MALES,EMPLOYED.SA.PERSONS,EMPLOYED.TAS.FEMALES,EMPLOYED.TAS.MALES,EMPLOYED.TAS.PERSONS,EMPLOYED.VIC.FEMALES,EMPLOYED.VIC.MALES,EMPLOYED.VIC.PERSONS,EMPLOYED.WA.FEMALES,EMPLOYED.WA.MALES,EMPLOYED.WA.PERSONS
01-Mar-11,0.000138216,0.000126904,4.61E-05,1.67E-05,9.69E-06,9.51E-06,1.86E-05,1.33E-05,2.19E-05,7.82E-06,2.84E-05,3.70E-06,4.14E-05,3.30E-05,1.42E-05,0.000868175,0.000811444,0.000627421,5.01E-05,4.22E-05,2.03E-05,8.85E-05,7.36E-05,3.42E-05,0.000133333,0.000114833,5.30E-05,6.01E-05,5.06E-05,2.91E-05,8.99E-05,6.72E-05,2.96E-05
01-Apr-11,0.000138911,0.000129481,4.69E-05,1.68E-05,9.73E-06,9.52E-06,1.84E-05,1.43E-05,2.14E-05,7.86E-06,2.84E-05,3.72E-06,4.22E-05,3.32E-05,1.44E-05,0.000867452,0.000825725,0.000633446,4.94E-05,4.19E-05,2.01E-05,8.81E-05,7.40E-05,3.42E-05,0.000133646,0.00011339,5.26E-05,6.03E-05,5.10E-05,2.93E-05,8.84E-05,6.71E-05,2.94E-05
01-May-11,0.00013927,0.000130622,4.72E-05,1.68E-05,9.76E-06,9.51E-06,1.84E-05,1.36E-05,2.14E-05,7.85E-06,2.82E-05,3.71E-06,4.20E-05,3.33E-05,1.44E-05,0.000881707,0.00081993,0.000636063,4.95E-05,4.19E-05,2.01E-05,8.87E-05,7.41E-05,3.44E-05,0.000135878,0.00011586,5.38E-05,6.00E-05,5.09E-05,2.92E-05,8.78E-05,6.63E-05,2.90E-05
01-Jun-11,0.000142364,0.000127427,4.71E-05,1.67E-05,9.74E-06,9.46E-06,1.84E-05,1.35E-05,2.11E-05,7.86E-06,2.83E-05,3.70E-06,4.19E-05,3.37E-05,1.45E-05,0.000873281,0.000813517,0.000630177,4.94E-05,4.17E-05,2.00E-05,8.76E-05,7.36E-05,3.40E-05,0.000137628,0.0001165,5.44E-05,5.93E-05,5.09E-05,2.90E-05,8.79E-05,6.62E-05,2.90E-05
01-Jul-11,0.000143957,0.000130001,4.80E-05,1.66E-05,9.73E-06,9.47E-06,1.86E-05,1.43E-05,2.20E-05,7.84E-06,2.84E-05,3.70E-06,4.18E-05,3.32E-05,1.43E-05,0.000876757,0.00081865,0.00063372,4.93E-05,4.18E-05,2.00E-05,8.85E-05,7.33E-05,3.41E-05,0.000134543,0.000117512,5.40E-05,5.99E-05,5.11E-05,2.92E-05,8.71E-05,6.57E-05,2.87E-05
01-Aug-11,0.000141858,0.000129072,4.74E-05,1.68E-05,9.79E-06,9.54E-06,1.85E-05,1.29E-05,2.06E-05,7.93E-06,2.85E-05,3.74E-06,4.19E-05,3.39E-05,1.45E-05,0.000871845,0.000814445,0.000630078,4.97E-05,4.21E-05,2.02E-05,8.91E-05,7.49E-05,3.47E-05,0.000138005,0.000118654,5.51E-05,6.03E-05,5.14E-05,2.95E-05,8.86E-05,6.63E-05,2.92E-05
01-Sep-11,0.000141395,0.00012982,4.75E-05,1.63E-05,9.63E-06,9.34E-06,1.86E-05,1.37E-05,2.06E-05,7.80E-06,2.85E-05,3.66E-06,4.08E-05,3.31E-05,1.41E-05,0.000856486,0.000802892,0.000619411,4.87E-05,4.13E-05,1.97E-05,8.78E-05,7.37E-05,3.41E-05,0.000135,0.000117217,5.40E-05,5.94E-05,5.09E-05,2.90E-05,8.58E-05,6.57E-05,2.85E-05
01-Oct-11,0.000141733,0.000128214,4.72E-05,1.67E-05,9.69E-06,9.39E-06,1.83E-05,1.36E-05,2.06E-05,7.83E-06,2.84E-05,3.68E-06,4.16E-05,3.33E-05,1.43E-05,0.000859027,0.000800976,0.00061947,4.84E-05,4.11E-05,1.96E-05,8.81E-05,7.42E-05,3.43E-05,0.000135454,0.000116749,5.40E-05,5.94E-05,5.11E-05,2.91E-05,8.78E-05,6.65E-05,2.91E-05
01-Nov-11,0.000144269,0.000129036,4.79E-05,1.66E-05,9.71E-06,9.44E-06,1.85E-05,1.32E-05,2.09E-05,7.84E-06,2.84E-05,3.69E-06,4.16E-05,3.33E-05,1.43E-05,0.000856669,0.00080598,0.000620844,4.94E-05,4.15E-05,1.99E-05,8.77E-05,7.39E-05,3.41E-05,0.000138308,0.000116828,5.46E-05,5.96E-05,5.14E-05,2.93E-05,8.68E-05,6.55E-05,2.86E-05
01-Dec-11,0.000137596,0.000127122,4.61E-05,1.63E-05,9.58E-06,9.38E-06,1.86E-05,1.40E-05,2.27E-05,7.72E-06,2.84E-05,3.64E-06,4.12E-05,3.29E-05,1.41E-05,0.000849677,0.000803357,0.000617144,4.93E-05,4.08E-05,1.97E-05,8.68E-05,7.32E-05,3.37E-05,0.000135165,0.000114438,5.32E-05,5.96E-05,5.06E-05,2.90E-05,8.57E-05,6.41E-05,2.80E-05
01-Jan-12,0.00014079,0.000130021,4.74E-05,1.67E-05,9.68E-06,9.59E-06,1.89E-05,1.52E-05,2.25E-05,7.84E-06,2.87E-05,3.73E-06,4.25E-05,3.34E-05,1.45E-05,0.000875075,0.000813306,0.000630721,5.03E-05,4.16E-05,2.02E-05,9.03E-05,7.43E-05,3.48E-05,0.000139304,0.000119758,5.57E-05,6.03E-05,5.15E-05,2.94E-05,8.73E-05,6.38E-05,2.82E-05
01-Feb-12,0.000141496,0.000126085,4.66E-05,1.65E-05,9.63E-06,9.48E-06,1.87E-05,1.44E-05,2.31E-05,7.82E-06,2.88E-05,3.69E-06,4.19E-05,3.32E-05,1.44E-05,0.000861967,0.000811006,0.000624986,4.97E-05,4.19E-05,2.01E-05,8.79E-05,7.44E-05,3.43E-05,0.000140505,0.000116334,5.49E-05,5.99E-05,5.14E-05,2.93E-05,8.58E-05,6.27E-05,2.76E-05
01-Mar-12,0.000140782,0.000127959,4.69E-05,1.66E-05,9.68E-06,9.33E-06,1.82E-05,1.34E-05,2.22E-05,7.79E-06,2.83E-05,3.65E-06,4.07E-05,3.31E-05,1.41E-05,0.000851922,0.000804247,0.000618354,4.94E-05,4.14E-05,1.99E-05,8.87E-05,7.34E-05,3.42E-05,0.000136925,0.000118427,5.48E-05,5.90E-05,5.15E-05,2.91E-05,8.46E-05,6.26E-05,2.73E-05
01-Apr-12,0.000135717,0.000126182,4.55E-05,1.66E-05,9.71E-06,9.38E-06,1.83E-05,1.38E-05,2.19E-05,7.76E-06,2.80E-05,3.65E-06,4.15E-05,3.31E-05,1.43E-05,0.000867127,0.000808941,0.000625928,4.95E-05,4.12E-05,1.99E-05,8.90E-05,7.41E-05,3.45E-05,0.000139265,0.000119323,5.55E-05,5.88E-05,5.10E-05,2.89E-05,8.43E-05,6.19E-05,2.71E-05
01-May-12,0.00013334,0.000129147,4.56E-05,1.64E-05,9.63E-06,9.29E-06,1.83E-05,1.37E-05,2.09E-05,7.74E-06,2.81E-05,3.62E-06,4.11E-05,3.29E-05,1.41E-05,0.000861979,0.000808053,0.000623682,4.94E-05,4.12E-05,1.99E-05,8.84E-05,7.36E-05,3.42E-05,0.000136726,0.000117213,5.44E-05,5.81E-05,5.11E-05,2.88E-05,8.34E-05,6.12E-05,2.67E-05
01-Jun-12,0.000135082,0.000127936,4.57E-05,1.66E-05,9.67E-06,9.34E-06,1.82E-05,1.38E-05,2.12E-05,7.76E-06,2.80E-05,3.64E-06,4.12E-05,3.32E-05,1.42E-05,0.000867615,0.000810561,0.000626826,4.96E-05,4.12E-05,1.99E-05,8.89E-05,7.43E-05,3.45E-05,0.000138998,0.000119928,5.57E-05,5.84E-05,5.10E-05,2.88E-05,8.43E-05,6.10E-05,2.68E-05
01-Jul-12,0.000133426,0.000128694,4.56E-05,1.64E-05,9.61E-06,9.32E-06,1.83E-05,1.42E-05,2.11E-05,7.75E-06,2.83E-05,3.64E-06,4.09E-05,3.31E-05,1.41E-05,0.000849936,0.000798386,0.000615051,4.98E-05,4.09E-05,1.99E-05,8.84E-05,7.40E-05,3.43E-05,0.000137569,0.00011983,5.53E-05,5.83E-05,5.14E-05,2.89E-05,8.47E-05,6.10E-05,2.69E-05
01-Aug-12,0.000134293,0.000127484,4.55E-05,1.66E-05,9.68E-06,9.40E-06,1.83E-05,1.24E-05,2.06E-05,7.84E-06,2.85E-05,3.68E-06,4.14E-05,3.36E-05,1.44E-05,0.000842896,0.000798027,0.00061233,5.01E-05,4.11E-05,2.00E-05,8.98E-05,7.62E-05,3.52E-05,0.000141496,0.000118374,5.58E-05,5.90E-05,5.20E-05,2.93E-05,8.36E-05,6.18E-05,2.69E-05
01-Sep-12,0.000135416,0.000127722,4.57E-05,1.60E-05,9.53E-06,9.18E-06,1.85E-05,1.32E-05,2.15E-05,7.74E-06,2.86E-05,3.60E-06,3.98E-05,3.29E-05,1.38E-05,0.000844888,0.000789301,0.000609205,4.93E-05,4.11E-05,1.98E-05,8.69E-05,7.56E-05,3.44E-05,0.000140577,0.000116322,5.50E-05,5.81E-05,5.12E-05,2.88E-05,8.17E-05,6.04E-05,2.62E-05
01-Oct-12,0.000136387,0.000127718,4.60E-05,1.64E-05,9.58E-06,9.29E-06,1.82E-05,1.32E-05,2.17E-05,7.72E-06,2.83E-05,3.62E-06,4.06E-05,3.27E-05,1.40E-05,0.000854036,0.000790564,0.000613021,4.92E-05,4.14E-05,1.99E-05,8.71E-05,7.51E-05,3.43E-05,0.000139662,0.000115258,5.45E-05,5.90E-05,5.09E-05,2.89E-05,8.30E-05,6.09E-05,2.66E-05
01-Nov-12,0.000137902,0.000126989,4.61E-05,1.63E-05,9.55E-06,9.29E-06,1.84E-05,1.33E-05,2.12E-05,7.76E-06,2.86E-05,3.63E-06,4.10E-05,3.31E-05,1.41E-05,0.000843468,0.000779378,0.00060425,4.90E-05,4.12E-05,1.98E-05,8.78E-05,7.45E-05,3.43E-05,0.000141891,0.000118121,5.58E-05,5.88E-05,5.14E-05,2.91E-05,8.16E-05,6.15E-05,2.65E-05
01-Dec-12,0.000132407,0.000125359,4.46E-05,1.62E-05,9.47E-06,9.21E-06,1.83E-05,1.41E-05,2.31E-05,7.63E-06,2.83E-05,3.57E-06,4.03E-05,3.23E-05,1.38E-05,0.000847306,0.00078954,0.000610175,4.96E-05,4.09E-05,1.98E-05,8.59E-05,7.31E-05,3.35E-05,0.000139701,0.000116001,5.47E-05,5.85E-05,5.04E-05,2.86E-05,8.00E-05,6.04E-05,2.59E-05
01-Jan-13,0.000138414,0.000129449,4.68E-05,1.64E-05,9.62E-06,9.41E-06,1.86E-05,1.36E-05,2.26E-05,7.78E-06,2.85E-05,3.66E-06,4.11E-05,3.29E-05,1.41E-05,0.000867132,0.000796414,0.000620264,4.93E-05,4.18E-05,2.00E-05,8.94E-05,7.50E-05,3.48E-05,0.000144068,0.000118148,5.62E-05,5.99E-05,5.15E-05,2.94E-05,8.39E-05,6.03E-05,2.66E-05
01-Feb-13,0.00013933,0.000126853,4.64E-05,1.63E-05,9.57E-06,9.27E-06,1.83E-05,1.21E-05,2.19E-05,7.71E-06,2.83E-05,3.61E-06,4.05E-05,3.24E-05,1.39E-05,0.000870121,0.000805833,0.000625594,4.95E-05,4.15E-05,2.00E-05,8.68E-05,7.51E-05,3.43E-05,0.000140137,0.000116387,5.49E-05,5.84E-05,5.11E-05,2.89E-05,8.26E-05,6.07E-05,2.64E-05
01-Mar-13,0.000134949,0.000128579,4.58E-05,1.64E-05,9.63E-06,9.24E-06,1.80E-05,1.10E-05,2.11E-05,7.73E-06,2.80E-05,3.61E-06,4.01E-05,3.23E-05,1.37E-05,0.000869682,0.000796969,0.000621404,4.90E-05,4.18E-05,2.00E-05,8.64E-05,7.48E-05,3.41E-05,0.000140266,0.00011832,5.55E-05,5.88E-05,5.10E-05,2.89E-05,8.22E-05,6.13E-05,2.66E-05
01-Apr-13,0.000133196,0.000127963,4.53E-05,1.64E-05,9.60E-06,9.20E-06,1.80E-05,1.18E-05,2.08E-05,7.70E-06,2.79E-05,3.59E-06,3.98E-05,3.22E-05,1.36E-05,0.000860715,0.000793986,0.000616917,4.90E-05,4.15E-05,1.99E-05,8.67E-05,7.39E-05,3.39E-05,0.000142602,0.000117751,5.58E-05,5.84E-05,5.10E-05,2.88E-05,8.23E-05,6.11E-05,2.65E-05
01-May-13,0.000135579,0.000124135,4.50E-05,1.63E-05,9.61E-06,9.22E-06,1.81E-05,1.15E-05,2.05E-05,7.67E-06,2.77E-05,3.59E-06,4.00E-05,3.24E-05,1.38E-05,0.000862893,0.000796926,0.00061901,4.88E-05,4.16E-05,1.98E-05,8.67E-05,7.27E-05,3.36E-05,0.00013791,0.000117831,5.48E-05,5.83E-05,5.07E-05,2.87E-05,8.38E-05,5.98E-05,2.64E-05
01-Jun-13,0.000137015,0.000124659,4.54E-05,1.64E-05,9.62E-06,9.20E-06,1.80E-05,1.12E-05,1.94E-05,7.68E-06,2.76E-05,3.59E-06,4.01E-05,3.24E-05,1.38E-05,0.000853939,0.000776256,0.000606441,4.90E-05,4.16E-05,1.99E-05,8.89E-05,7.37E-05,3.43E-05,0.000138892,0.000121814,5.62E-05,5.77E-05,5.06E-05,2.85E-05,8.27E-05,6.03E-05,2.64E-05
01-Jul-13,0.000200324,0.000178966,6.58E-05,2.26E-05,1.33E-05,1.28E-05,2.52E-05,1.66E-05,2.84E-05,1.07E-05,3.87E-05,4.99E-06,6.09E-05,4.89E-05,2.09E-05,0.000227848,0.000208748,0.000162514,6.70E-05,5.66E-05,2.71E-05,9.78E-05,8.13E-05,3.79E-05,0.000157365,0.0001375,6.35E-05,4.18E-05,3.67E-05,2.07E-05,9.87E-05,7.28E-05,3.17E-05
01-Aug-13,0.000204496,0.000181827,6.73E-05,2.28E-05,1.35E-05,1.29E-05,2.53E-05,1.50E-05,2.66E-05,1.08E-05,3.88E-05,5.06E-06,6.06E-05,5.03E-05,2.12E-05,0.000228505,0.000209677,0.000163167,6.78E-05,5.73E-05,2.75E-05,9.92E-05,8.28E-05,3.86E-05,0.000157582,0.000141411,6.47E-05,4.23E-05,3.70E-05,2.09E-05,0.000101923,7.22E-05,3.21E-05
01-Sep-13,0.000201563,0.000181079,6.65E-05,2.22E-05,1.32E-05,1.27E-05,2.53E-05,1.56E-05,2.68E-05,1.07E-05,3.90E-05,4.95E-06,5.97E-05,4.93E-05,2.08E-05,0.000226648,0.000207917,0.000161719,6.58E-05,5.62E-05,2.67E-05,9.54E-05,8.12E-05,3.73E-05,0.000156715,0.000138963,6.38E-05,4.19E-05,3.68E-05,2.07E-05,9.86E-05,7.11E-05,3.12E-05
01-Oct-13,0.000206949,0.000180483,6.75E-05,2.28E-05,1.35E-05,1.27E-05,2.49E-05,1.56E-05,2.65E-05,1.07E-05,3.82E-05,4.98E-06,6.09E-05,4.95E-05,2.10E-05,0.000225919,0.000208326,0.000161651,6.59E-05,5.65E-05,2.68E-05,9.67E-05,8.30E-05,3.81E-05,0.000156454,0.00013838,6.36E-05,4.19E-05,3.67E-05,2.07E-05,9.77E-05,7.26E-05,3.14E-05
01-Nov-13,0.000206096,0.000182542,6.78E-05,2.26E-05,1.34E-05,1.28E-05,2.51E-05,1.50E-05,2.68E-05,1.08E-05,3.88E-05,5.01E-06,6.12E-05,4.97E-05,2.11E-05,0.000226312,0.000206989,0.000161178,6.60E-05,5.69E-05,2.69E-05,9.68E-05,8.24E-05,3.80E-05,0.000157061,0.000140808,6.44E-05,4.19E-05,3.69E-05,2.08E-05,9.93E-05,7.24E-05,3.16E-05
01-Dec-13,0.000201199,0.000176956,6.55E-05,2.26E-05,1.33E-05,1.27E-05,2.49E-05,1.75E-05,2.96E-05,1.06E-05,3.86E-05,4.95E-06,6.01E-05,4.94E-05,2.08E-05,0.000224246,0.00020633,0.000160162,6.58E-05,5.68E-05,2.69E-05,9.65E-05,8.07E-05,3.74E-05,0.000158445,0.000137434,6.37E-05,4.20E-05,3.65E-05,2.07E-05,9.75E-05,7.07E-05,3.09E-05
01-Jan-14,0.00020389,0.00017867,6.64E-05,2.29E-05,1.35E-05,1.30E-05,2.55E-05,1.83E-05,2.99E-05,1.08E-05,3.90E-05,5.08E-06,6.13E-05,5.02E-05,2.13E-05,0.000231442,0.000209145,0.000163927,6.88E-05,5.80E-05,2.79E-05,0.000100752,8.22E-05,3.88E-05,0.000156842,0.000135784,6.29E-05,4.25E-05,3.69E-05,2.09E-05,0.000100186,7.28E-05,3.19E-05
01-Feb-14,0.000206152,0.000180735,6.70E-05,2.29E-05,1.36E-05,1.31E-05,2.61E-05,1.71E-05,2.88E-05,1.09E-05,3.96E-05,5.10E-06,6.22E-05,4.99E-05,2.13E-05,0.00023142,0.000209887,0.000164027,6.79E-05,5.81E-05,2.76E-05,0.000100189,8.30E-05,3.88E-05,0.000161289,0.00013737,6.41E-05,4.31E-05,3.75E-05,2.12E-05,0.000102122,7.33E-05,3.23E-05
01-Mar-14,0.000205694,0.000179596,6.67E-05,2.31E-05,1.37E-05,1.30E-05,2.53E-05,1.51E-05,2.82E-05,1.09E-05,3.88E-05,5.05E-06,6.08E-05,4.97E-05,2.10E-05,0.00023238,0.000212779,0.000165689,6.71E-05,5.76E-05,2.73E-05,9.95E-05,8.30E-05,3.86E-05,0.000159627,0.000135394,6.32E-05,4.29E-05,3.76E-05,2.12E-05,0.000101545,7.28E-05,3.20E-05
01-Apr-14,0.000206845,0.000179463,6.69E-05,2.32E-05,1.36E-05,1.30E-05,2.52E-05,1.53E-05,2.91E-05,1.08E-05,3.89E-05,5.04E-06,6.08E-05,4.95E-05,2.09E-05,0.000232166,0.00021135,0.000164958,6.70E-05,5.73E-05,2.72E-05,9.77E-05,8.29E-05,3.82E-05,0.000155805,0.000132372,6.15E-05,4.32E-05,3.75E-05,2.13E-05,0.000100596,7.36E-05,3.21E-05
01-May-14,0.000211616,0.000185624,6.93E-05,2.30E-05,1.36E-05,1.29E-05,2.54E-05,1.65E-05,2.83E-05,1.09E-05,3.92E-05,5.04E-06,6.15E-05,5.03E-05,2.13E-05,0.000228471,0.00020998,0.000163056,6.65E-05,5.76E-05,2.72E-05,9.95E-05,8.25E-05,3.85E-05,0.000156622,0.000136462,6.28E-05,4.25E-05,3.73E-05,2.10E-05,9.99E-05,7.26E-05,3.17E-05
01-Jun-14,0.000203815,0.000179776,6.63E-05,2.30E-05,1.37E-05,1.29E-05,2.53E-05,1.43E-05,2.77E-05,1.09E-05,3.88E-05,5.04E-06,6.12E-05,5.02E-05,2.12E-05,0.000232681,0.000212843,0.000165823,6.64E-05,5.78E-05,2.72E-05,9.78E-05,8.25E-05,3.81E-05,0.000156456,0.000136756,6.29E-05,4.27E-05,3.74E-05,2.11E-05,9.96E-05,7.29E-05,3.17E-05
01-Jul-14,0.000202991,0.000180736,6.64E-05,2.30E-05,1.36E-05,1.29E-05,2.54E-05,1.77E-05,2.89E-05,1.09E-05,3.95E-05,5.05E-06,6.19E-05,4.97E-05,2.12E-05,0.000234685,0.000215411,0.000167692,6.62E-05,5.83E-05,2.73E-05,9.94E-05,8.31E-05,3.86E-05,0.000158124,0.000135839,6.30E-05,4.26E-05,3.73E-05,2.10E-05,9.80E-05,7.40E-05,3.17E-05
01-Aug-14,0.000205415,0.000190288,6.91E-05,2.31E-05,1.37E-05,1.28E-05,2.50E-05,1.39E-05,2.60E-05,1.09E-05,3.88E-05,5.03E-06,6.09E-05,5.01E-05,2.11E-05,0.000232182,0.000213633,0.00016601,6.63E-05,5.79E-05,2.72E-05,9.71E-05,8.28E-05,3.80E-05,0.000154282,0.000136897,6.24E-05,4.26E-05,3.72E-05,2.10E-05,9.88E-05,7.35E-05,3.17E-05
01-Sep-14,0.000207598,0.000194984,7.07E-05,2.31E-05,1.36E-05,1.29E-05,2.53E-05,1.40E-05,2.64E-05,1.09E-05,3.91E-05,5.05E-06,6.16E-05,4.98E-05,2.12E-05,0.000232953,0.00021587,0.000167294,6.68E-05,5.85E-05,2.75E-05,9.79E-05,8.33E-05,3.84E-05,0.000155407,0.000137889,6.30E-05,4.27E-05,3.72E-05,2.10E-05,9.80E-05,7.37E-05,3.17E-05
01-Oct-14,0.000205859,0.000198671,7.11E-05,2.31E-05,1.36E-05,1.29E-05,2.52E-05,1.43E-05,2.68E-05,1.09E-05,3.89E-05,5.04E-06,6.11E-05,4.99E-05,2.11E-05,0.000233026,0.000212689,0.00016587,6.77E-05,5.79E-05,2.75E-05,9.94E-05,8.34E-05,3.87E-05,0.000152037,0.000136067,6.17E-05,4.25E-05,3.72E-05,2.10E-05,9.79E-05,7.33E-05,3.15E-05
01-Nov-14,0.000197921,0.000190922,6.77E-05,2.32E-05,1.35E-05,1.29E-05,2.51E-05,1.22E-05,2.75E-05,1.08E-05,3.92E-05,5.03E-06,6.14E-05,4.94E-05,2.10E-05,0.000231515,0.000213145,0.000165556,6.75E-05,5.86E-05,2.77E-05,9.87E-05,8.32E-05,3.85E-05,0.00015276,0.000132494,6.09E-05,4.26E-05,3.69E-05,2.09E-05,9.77E-05,7.25E-05,3.12E-05
01-Dec-14,0.000202614,0.000185022,6.73E-05,2.28E-05,1.34E-05,1.27E-05,2.51E-05,1.57E-05,2.96E-05,1.07E-05,3.94E-05,4.95E-06,6.06E-05,4.90E-05,2.08E-05,0.000230366,0.00021488,0.000165932,6.63E-05,5.76E-05,2.71E-05,9.87E-05,8.24E-05,3.83E-05,0.00015155,0.000131813,6.04E-05,4.17E-05,3.65E-05,2.05E-05,9.73E-05,7.22E-05,3.11E-05
01-Jan-15,0.000206809,0.000192124,6.98E-05,2.31E-05,1.36E-05,1.31E-05,2.57E-05,1.69E-05,2.89E-05,1.09E-05,3.95E-05,5.10E-06,6.23E-05,5.06E-05,2.15E-05,0.000231542,0.00021473,0.000166282,6.84E-05,5.93E-05,2.81E-05,0.000100581,8.44E-05,3.92E-05,0.000156858,0.000133358,6.20E-05,4.27E-05,3.68E-05,2.09E-05,0.000100936,7.24E-05,3.18E-05
01-Feb-15,0.000207517,0.000189081,6.93E-05,2.28E-05,1.34E-05,1.27E-05,2.52E-05,1.72E-05,2.92E-05,1.07E-05,3.91E-05,4.94E-06,6.06E-05,4.92E-05,2.08E-05,0.000228977,0.000214359,0.000165203,6.64E-05,5.78E-05,2.72E-05,9.88E-05,8.28E-05,3.84E-05,0.000155278,0.000131549,6.11E-05,4.16E-05,3.61E-05,2.04E-05,9.78E-05,7.10E-05,3.08E-05
01-Mar-15,0.000201172,0.000187739,6.77E-05,2.30E-05,1.34E-05,1.28E-05,2.49E-05,1.24E-05,2.84E-05,1.07E-05,3.88E-05,4.96E-06,6.02E-05,4.88E-05,2.06E-05,0.000228666,0.000211989,0.000164034,6.75E-05,5.83E-05,2.76E-05,9.78E-05,8.24E-05,3.81E-05,0.000152931,0.0001344,6.14E-05,4.21E-05,3.62E-05,2.05E-05,9.77E-05,7.19E-05,3.11E-05
01-Apr-15,0.000200179,0.000184215,6.66E-05,2.29E-05,1.36E-05,1.27E-05,2.50E-05,1.54E-05,2.88E-05,1.07E-05,3.83E-05,4.95E-06,6.02E-05,4.84E-05,2.05E-05,0.000227287,0.000212502,0.000163773,6.70E-05,5.81E-05,2.74E-05,9.72E-05,8.29E-05,3.81E-05,0.000154467,0.000133805,6.16E-05,4.18E-05,3.65E-05,2.06E-05,9.89E-05,7.31E-05,3.16E-05
01-May-15,0.000202654,0.000183762,6.70E-05,2.27E-05,1.35E-05,1.26E-05,2.49E-05,1.47E-05,2.74E-05,1.07E-05,3.83E-05,4.91E-06,6.00E-05,4.87E-05,2.05E-05,0.000229694,0.00021317,0.000164928,6.57E-05,5.78E-05,2.71E-05,9.70E-05,8.24E-05,3.79E-05,0.000154022,0.00013453,6.17E-05,4.16E-05,3.63E-05,2.05E-05,9.52E-05,7.14E-05,3.05E-05
01-Jun-15,0.000203641,0.000186685,6.79E-05,2.27E-05,1.35E-05,1.26E-05,2.49E-05,1.62E-05,2.72E-05,1.07E-05,3.84E-05,4.93E-06,5.95E-05,4.86E-05,2.04E-05,0.000228154,0.000210932,0.000163377,6.57E-05,5.82E-05,2.71E-05,9.59E-05,8.45E-05,3.83E-05,0.000154415,0.000134227,6.17E-05,4.19E-05,3.63E-05,2.05E-05,9.72E-05,7.25E-05,3.12E-05
01-Jul-15,0.000196374,0.000189431,6.70E-05,2.26E-05,1.35E-05,1.26E-05,2.51E-05,1.80E-05,2.86E-05,1.07E-05,3.87E-05,4.92E-06,5.89E-05,4.84E-05,2.02E-05,0.000228898,0.000210694,0.00016353,6.62E-05,5.81E-05,2.73E-05,9.60E-05,8.56E-05,3.86E-05,0.000155787,0.000134153,6.20E-05,4.20E-05,3.62E-05,2.05E-05,9.84E-05,7.24E-05,3.13E-05
01-Aug-15,0.00020109,0.000196322,6.96E-05,2.29E-05,1.35E-05,1.27E-05,2.48E-05,1.46E-05,2.61E-05,1.08E-05,3.88E-05,4.96E-06,5.87E-05,4.90E-05,2.04E-05,0.000228306,0.000211882,0.000163858,6.64E-05,5.80E-05,2.73E-05,9.60E-05,8.55E-05,3.86E-05,0.000155017,0.000132734,6.14E-05,4.23E-05,3.66E-05,2.07E-05,9.77E-05,7.34E-05,3.15E-05
01-Sep-15,0.000199679,0.000195596,6.91E-05,2.26E-05,1.35E-05,1.26E-05,2.49E-05,1.43E-05,2.61E-05,1.07E-05,3.85E-05,4.92E-06,5.79E-05,4.86E-05,2.01E-05,0.000229112,0.00020978,0.000163188,6.57E-05,5.75E-05,2.70E-05,9.69E-05,8.54E-05,3.87E-05,0.000155399,0.000132503,6.14E-05,4.20E-05,3.66E-05,2.06E-05,9.91E-05,7.28E-05,3.16E-05
01-Oct-15,0.00020342,0.000194685,6.97E-05,2.26E-05,1.34E-05,1.25E-05,2.45E-05,1.41E-05,2.62E-05,1.06E-05,3.84E-05,4.87E-06,5.79E-05,4.81E-05,2.00E-05,0.000231477,0.000210807,0.000164472,6.47E-05,5.70E-05,2.66E-05,9.66E-05,8.51E-05,3.86E-05,0.00015431,0.000133122,6.14E-05,4.16E-05,3.61E-05,2.04E-05,9.59E-05,7.31E-05,3.11E-05
01-Nov-15,0.000194411,0.000193806,6.76E-05,2.23E-05,1.34E-05,1.24E-05,2.45E-05,1.66E-05,2.76E-05,1.06E-05,3.85E-05,4.83E-06,5.65E-05,4.75E-05,1.95E-05,0.000229304,0.00021357,0.000164968,6.49E-05,5.71E-05,2.67E-05,9.49E-05,8.41E-05,3.79E-05,0.000153301,0.000133033,6.11E-05,4.11E-05,3.61E-05,2.03E-05,9.76E-05,7.34E-05,3.15E-05
